unity,bandes,services,renvoie_specifique,text_renvoie_specifique,renvoie_global,text_renvoie_global,observation
KHz,8195-8815-KHz,,5.145,"Les conditions d'emploi des fréquences porteuses 8 291 kHz, 12 290 kHz et 16 420 kHz sont fixées dans les Articles 31 et 52. (CMR-07)",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR Dispositions et Plan associé d'allotissement de fréquences aux stations côtières radiotéléphoniques selon l’Appendice 25 du RR 8 364 kHz : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no5.111). 8 376.5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 et Ap 17 du RR). Application de l’Art.31 du RR. 8 414.5kHz : fréquences internationales de détresse pour l'appel sélectif numérique (Cf. no 109). Application de l’Art.31 du RR. 8 416.5 kHz : Fréquence d'émission d'informations sur la sécurité en haute mer par la télégraphie à impression directe à bande étroite (NBDP). (Cf. Appendice 17)
KHz,8815-8965-KHz,MOBILE AÉRONAUTIQUE (R),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR.
KHz,8965-9040-KHz,MOBILE AÉRONAUTIQUE(OR),,,,,Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR.
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,9040-9305-KHz,FIXE,,,,,
KHz,9305-9355-KHz,FIXE,,,5.145B,,
KHz,9305-9355-KHz,Radiolocalisation,5.145A,"Les stations du service de radiolocalisation ne doivent pas causer de brouillages préjudiciables aux stations fonctionnant dans le service fixe, ni demander à être protégées vis-à-vis de ces stations. Les applications du service de radiolocalisation sont limitées aux radars océanographiques exploités conformément à la Résolution 612 (Rév.CMR-12). (CMR-12)",5.145B,,
KHz,9355-9400-KHz,FIXE,,,,,
KHz,9400-9500-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.146,"Attribution additionnelle: les fréquences des bandes 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050- 12 100 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900-19 020 kHz peuvent être utilisées par les stations du service fixe pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion. Quand elles utilisent des fréquences pour le service fixe, les administrations sont instamment priées d'utiliser la puissance minimum nécessaire et de tenir compte de l'utilisation saisonnière des fréquences par le service de radiodiffusion, publiée conformément au Règlement des radiocommunications. (CMR-07)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,9500-9900-KHz,RADIODIFFUSION,,,5.147,"A condition de ne pas causer de brouillage préjudiciable au service de radiodiffusion, les fréquences des bandes 9 775-9 900 kHz, 11 650-11 700 kHz et 11 975-12 050 kHz peuvent être utilisées par des stations du service fixe communiquant seulement à l'intérieur des frontières nationales, la puissance totale rayonnée de chaque station ne dépassant pas 24 dBW.",
KHz,9900-9995-KHz,FIXE,,,,,
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,9995-10003-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES (,,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Application de l’Article 26 du RR. 10 003 kHz (± 3 kHz) : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
KHz,10003-10005-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES,,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Application de l’Article 26 du RR. 10 003 kHz (± 3 kHz) : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
KHz,10003-10005-KHz,Recherche spatiale,,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Application de l’Article 26 du RR. 10 003 kHz (± 3 kHz) : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
KHz,10005-10100-KHz,MOBILE AERONAUTIQUE (R),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR
KHz,10100-10150-KHz,FIXE,,,,,
KHz,10100-10150-KHz,Amateur,,,,,
KHz,10150-11175-KHz,FIXE,,,,,
KHz,10150-11175-KHz,Mobile sauf mobile aéronautique (R),,,,,
KHz,11175-11275-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR.
KHz,11275-11400-KHz,MOBILE AÉRONAUTIQUE (R),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR
KHz,11400-11600-KHz,FIXE,,,,,
KHz,11600-11650-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.146,"Attribution additionnelle: les fréquences des bandes 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050- 12 100 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900-19 020 kHz peuvent être utilisées par les stations du service fixe pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion. Quand elles utilisent des fréquences pour le service fixe, les administrations sont instamment priées d'utiliser la puissance minimum nécessaire et de tenir compte de l'utilisation saisonnière des fréquences par le service de radiodiffusion, publiée conformément au Règlement des radiocommunications. (CMR-07)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,11650-12050-KHz,RADIODIFFUSION,,,5.147,"A condition de ne pas causer de brouillage préjudiciable au service de radiodiffusion, les fréquences des bandes 9 775-9 900 kHz, 11 650-11 700 kHz et 11 975-12 050 kHz peuvent être utilisées par des stations du service fixe communiquant seulement à l'intérieur des frontières nationales, la puissance totale rayonnée de chaque station ne dépassant pas 24 dBW.","Possibilité d’utilisation des fréquences des bandes 11 650-11 700 kHz et et 11 975-12 050 kHz par des stations du service fixe communiquant seulement à l'intérieur des frontières nationales, la puissance totale rayonnée de chaque station ne dépassant pas 24 dBW (Cf. no 5.147 du RR)"
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,12050-12100-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.146,"Attribution additionnelle: les fréquences des bandes 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050- 12 100 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900-19 020 kHz peuvent être utilisées par les stations du service fixe pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion. Quand elles utilisent des fréquences pour le service fixe, les administrations sont instamment priées d'utiliser la puissance minimum nécessaire et de tenir compte de l'utilisation saisonnière des fréquences par le service de radiodiffusion, publiée conformément au Règlement des radiocommunications. (CMR-07)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,12100-12230-KHz,FIXE,,,,,
KHz,12230-13200-KHz,MOBILE MARITIME,5.109,"Les fréquences 2 187,5 kHz, 4 207,5 kHz, 6 312 kHz, 8 414,5 kHz, 12 577 kHz et 16 804,5 kHz sont des fréquences internationales de détresse pour l'appel sélectif numérique. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 12 520 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 et Ap 17 du RR). Application de l’Art.31 du RR. 12 577 kHz : fréquences internationales de détresse pour l'appel sélectif numérique (Cf. no 109). Application de l’Art.31 du RR. 12 579 kHz : Fréquence d'émission d'informations sur la sécurité en haute mer par la télégraphie à impression directe à bande étroite (NBDP). (Cf. Appendice 17).
KHz,12230-13200-KHz,MOBILE MARITIME,5.110,"Les fréquences 2 174,5 kHz, 4 177,5 kHz, 6 268 kHz, 8 376,5 kHz, 12 520 kHz et 16 695 kHz sont des fréquences internationales de détresse pour la télégraphie à impression directe à bande étroite. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 12 520 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 et Ap 17 du RR). Application de l’Art.31 du RR. 12 577 kHz : fréquences internationales de détresse pour l'appel sélectif numérique (Cf. no 109). Application de l’Art.31 du RR. 12 579 kHz : Fréquence d'émission d'informations sur la sécurité en haute mer par la télégraphie à impression directe à bande étroite (NBDP). (Cf. Appendice 17).
KHz,12230-13200-KHz,MOBILE MARITIME,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 12 520 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 et Ap 17 du RR). Application de l’Art.31 du RR. 12 577 kHz : fréquences internationales de détresse pour l'appel sélectif numérique (Cf. no 109). Application de l’Art.31 du RR. 12 579 kHz : Fréquence d'émission d'informations sur la sécurité en haute mer par la télégraphie à impression directe à bande étroite (NBDP). (Cf. Appendice 17).
KHz,12230-13200-KHz,MOBILE MARITIME,5.145,"Les conditions d'emploi des fréquences porteuses 8 291 kHz, 12 290 kHz et 16 420 kHz sont fixées dans les Articles 31 et 52. (CMR-07)",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 12 520 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 et Ap 17 du RR). Application de l’Art.31 du RR. 12 577 kHz : fréquences internationales de détresse pour l'appel sélectif numérique (Cf. no 109). Application de l’Art.31 du RR. 12 579 kHz : Fréquence d'émission d'informations sur la sécurité en haute mer par la télégraphie à impression directe à bande étroite (NBDP). (Cf. Appendice 17).
KHz,13200-13260-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR.
KHz,13260-13360-KHz,MOBILE AÉRONAUTIQUE (R),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR.
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,13360-13410-KHz,FIXE,,,5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,
KHz,13360-13410-KHz,RADIOASTRONOMIE,,,5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,
KHz,13410-13450-KHz,FIXE,,,,,
KHz,13410-13450-KHz,Mobile sauf mobile aéronautique (R),5.150,Les bandes suivantes:,,,
KHz,13450-13550-KHz,FIXE,,,5.149A,,Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,13450-13550-KHz,Mobile sauf mobile aéronautique (R),,,5.149A,,Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,13450-13550-KHz,Radiolocalisation,5.149A,,5.149A,,Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,13450-13550-KHz,Radiolocalisation,5.132A,Les stations du service de radiolocalisation ne doivent pas causer de brouillages préjudiciables aux stations fonctionnant dans les services fixe ou mobile ni demander à être protégées vis-à-vis de ces stations. Les applications du service de radiolocalisation sont limitées aux radars océanographiques exploités conformément à la Résolution 612 (Rév.CMR-12). (CMR-12),,,Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,13550-13570-KHz,FIXE,,,5.150,Les bandes suivantes:,Bande ISM. SRD inductifs dans la bande 13 553-13 567 kHz (fréquence centrale 13 560 kHz)
KHz,13550-13570-KHz,Mobile sauf mobile aéronautique (R),,,5.150,Les bandes suivantes:,Bande ISM. SRD inductifs dans la bande 13 553-13 567 kHz (fréquence centrale 13 560 kHz)
KHz,13570-13600-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.151,"Attribution additionnelle: les fréquences des bandes 13 570-13 600 kHz et 13 800-13 870 kHz peuvent être utilisées par les stations du service fixe et du service mobile sauf mobile aéronautique (R) pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion. Quand elles utilisent des fréquences pour ces services, les administrations sont instamment priées d'utiliser la puissance minimum nécessaire et de tenir compte de l'utilisation saisonnière des fréquences par le service de radiodiffusion, publiée conformément au Règlement des radiocommunications. (CMR-07)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,13600-13800-KHz,RADIODIFFUSION,,,,,
KHz,13800-13870-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.151,"Attribution additionnelle: les fréquences des bandes 13 570-13 600 kHz et 13 800-13 870 kHz peuvent être utilisées par les stations du service fixe et du service mobile sauf mobile aéronautique (R) pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion. Quand elles utilisent des fréquences pour ces services, les administrations sont instamment priées d'utiliser la puissance minimum nécessaire et de tenir compte de l'utilisation saisonnière des fréquences par le service de radiodiffusion, publiée conformément au Règlement des radiocommunications. (CMR-07)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,13870-14000-KHz,FIXE,,,,,
KHz,13870-14000-KHz,Mobile sauf mobile aéronautique (R),,,,,
KHz,14000-14250-KHz,AMATEUR,,,,,
KHz,14000-14250-KHz,AMATEUR PAR SATELLITE,,,,,
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,14250-14350-KHz,AMATEUR,,,5.152,"Attribution additionnelle: dans les pays suivants: Arménie, Azerbaïdjan, Chine, Côte d'Ivoire, Fédération de Russie, Géorgie, Iran (République islamique d'), Kazakhstan, Ouzbékistan, Kirghizistan, Tadjikistan, Turkménistan et Ukraine, la bande 14 250-14 350 kHz est, de plus, attribuée au service fixe à titre primaire. La puissance rayonnée des stations du service fixe ne doit pas dépasser 24 dBW. (CMR-03)",La puissance rayonnée des stations du service fixe ne doit pas dépasser 24 dBW (cf. 5.152).
KHz,14250-14350-KHz,FIXE,,,5.152,"Attribution additionnelle: dans les pays suivants: Arménie, Azerbaïdjan, Chine, Côte d'Ivoire, Fédération de Russie, Géorgie, Iran (République islamique d'), Kazakhstan, Ouzbékistan, Kirghizistan, Tadjikistan, Turkménistan et Ukraine, la bande 14 250-14 350 kHz est, de plus, attribuée au service fixe à titre primaire. La puissance rayonnée des stations du service fixe ne doit pas dépasser 24 dBW. (CMR-03)",La puissance rayonnée des stations du service fixe ne doit pas dépasser 24 dBW (cf. 5.152).
KHz,14350-14990-KHz,FIXE,,,,,
KHz,14350-14990-KHz,Mobile sauf mobile aéronautique (R),,,,,
KHz,14990-15005-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES (,,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Application de l’Article 26 du RR. 14 993 kHz (± 3 kHz) : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
KHz,15005-15010-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES,,,,,Application de l’Article 26 du RR.
KHz,15005-15010-KHz,Recherche spatiale,,,,,Application de l’Article 26 du RR.
KHz,15010-15100-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR.
KHz,15100-15600-KHz,RADIODIFFUSION,,,,,
KHz,15600-15800-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.146,"Attribution additionnelle: les fréquences des bandes 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050- 12 100 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900-19 020 kHz peuvent être utilisées par les stations du service fixe pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion. Quand elles utilisent des fréquences pour le service fixe, les administrations sont instamment priées d'utiliser la puissance minimum nécessaire et de tenir compte de l'utilisation saisonnière des fréquences par le service de radiodiffusion, publiée conformément au Règlement des radiocommunications. (CMR-07)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,15800-16100-KHz,FIXE,,,5.153,,
KHz,16100-16200-KHz,FIXE,,,,,
KHz,16100-16200-KHz,Radiolocalisation,5.145A,"Les stations du service de radiolocalisation ne doivent pas causer de brouillages préjudiciables aux stations fonctionnant dans le service fixe, ni demander à être protégées vis-à-vis de ces stations. Les applications du service de radiolocalisation sont limitées aux radars océanographiques exploités conformément à la Résolution 612 (Rév.CMR-12). (CMR-12)",,,
KHz,16100-16200-KHz,Radiolocalisation,5.145B,,,,
KHz,16200-16360-KHz,FIXE,,,,,
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,16360-17410-KHz,MOBILE MARITIME,5.109,"Les fréquences 2 187,5 kHz, 4 207,5 kHz, 6 312 kHz, 8 414,5 kHz, 12 577 kHz et 16 804,5 kHz sont des fréquences internationales de détresse pour l'appel sélectif numérique. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 16 804,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (Cf. no 5.109 du RR). 16 695 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (cf. no 5.110 du RR)."
KHz,16360-17410-KHz,MOBILE MARITIME,5.110,"Les fréquences 2 174,5 kHz, 4 177,5 kHz, 6 268 kHz, 8 376,5 kHz, 12 520 kHz et 16 695 kHz sont des fréquences internationales de détresse pour la télégraphie à impression directe à bande étroite. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 16 804,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (Cf. no 5.109 du RR). 16 695 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (cf. no 5.110 du RR)."
KHz,16360-17410-KHz,MOBILE MARITIME,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 16 804,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (Cf. no 5.109 du RR). 16 695 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (cf. no 5.110 du RR)."
KHz,16360-17410-KHz,MOBILE MARITIME,5.145,"Les conditions d'emploi des fréquences porteuses 8 291 kHz, 12 290 kHz et 16 420 kHz sont fixées dans les Articles 31 et 52. (CMR-07)",,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 16 804,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (Cf. no 5.109 du RR). 16 695 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (cf. no 5.110 du RR)."
KHz,17410-17480-KHz,FIXE,,,,,
KHz,17480-17550-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.146,"Attribution additionnelle: les fréquences des bandes 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050- 12 100 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900-19 020 kHz peuvent être utilisées par les stations du service fixe pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion. Quand elles utilisent des fréquences pour le service fixe, les administrations sont instamment priées d'utiliser la puissance minimum nécessaire et de tenir compte de l'utilisation saisonnière des fréquences par le service de radiodiffusion, publiée conformément au Règlement des radiocommunications. (CMR-07)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,17550-17900-KHz,RADIODIFFUSION,,,,,
KHz,17900-17970-KHz,MOBILE AÉRONAUTIQUE (R),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR.
KHz,17970-18020-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,
KHz,CÔTE D’IVOIRE-KHz,CÔTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,18030-18052-KHz,FIXE,,,,,
KHz,18052-18068-KHz,FIXE,,,,,
KHz,18052-18068-KHz,Recherche spatiale,,,,,
KHz,18068-18168-KHz,AMATEUR,,,,,
KHz,18068-18168-KHz,AMATEUR PAR SATELLITE,,,,,
KHz,18168-18780-KHz,FIXE,,,,,
KHz,18168-18780-KHz,Mobile sauf mobile aéronautique,,,,,
KHz,18780-18900-KHz,MOBILE MARITIME,,,,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR
KHz,18900-19020-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.146,"Attribution additionnelle: les fréquences des bandes 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050- 12 100 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900-19 020 kHz peuvent être utilisées par les stations du service fixe pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion. Quand elles utilisent des fréquences pour le service fixe, les administrations sont instamment priées d'utiliser la puissance minimum nécessaire et de tenir compte de l'utilisation saisonnière des fréquences par le service de radiodiffusion, publiée conformément au Règlement des radiocommunications. (CMR-07)",Application de la procédure définie
KHz,19020-19680-KHz,FIXE,,,,,
